time,sentpackets@tsung_controller@ip-172-31-29-6 
10,162 
20,162 
30,162 
40,162 
50,162 
60,162 
70,162 
80,162 
90,162 
100,162 
110,162 
120,162 
130,162 
140,162 
150,162 
160,162 
170,162 
180,162 
190,162 
200,162 
210,162 
220,162 
230,162 
240,162 
250,162 
260,162 
270,162 
280,162 
290,162 
300,162 
310,162 
320,162 
330,162 
340,162 
350,162 
360,162 
370,162 
380,162 
390,162 
400,162 
410,162 
420,162 
430,162 
440,162 
450,162 
460,162 
470,162 
480,162 
490,162 
500,162 
510,162 
520,162 
530,162 
540,162 
550,162 
560,162 
570,162 
580,162 
590,162 
600,162 
610,162 
620,162 
630,162 
640,162 
650,162 
660,162 
670,162 
680,162 
690,162 
700,162 
710,162 
720,162 
730,162 
740,162 
750,162 
760,162 
770,162 
780,162 
790,162 
800,162 
810,162 
820,162 
830,79 
840,79 
850,79 
