time,sentpackets@tsung_controller@ip-172-31-20-240 
10,95 
20,95 
30,95 
40,95 
50,95 
60,95 
70,95 
80,95 
90,95 
100,95 
110,95 
120,95 
130,95 
140,95 
150,95 
160,95 
170,95 
180,95 
190,95 
200,95 
210,95 
220,95 
230,95 
240,95 
250,95 
260,95 
270,95 
280,95 
290,95 
300,95 
310,95 
320,95 
330,95 
340,95 
350,95 
360,95 
370,95 
380,95 
390,95 
400,95 
410,95 
420,95 
430,95 
440,95 
450,95 
460,95 
470,95 
480,95 
490,95 
500,95 
510,95 
520,95 
530,95 
540,95 
550,95 
560,95 
570,95 
580,95 
590,95 
600,95 
610,95 
620,95 
630,95 
640,95 
650,95 
660,95 
670,95 
680,95 
690,95 
700,95 
710,95 
720,95 
730,95 
740,95 
750,95 
760,95 
770,95 
780,95 
790,95 
