time,recvpackets@tsung_controller@ip-172-31-17-128 
10,235 
20,235 
30,235 
40,235 
50,235 
60,235 
70,235 
80,235 
90,235 
100,235 
110,235 
120,235 
130,235 
140,235 
150,235 
160,235 
170,235 
180,235 
190,235 
200,235 
210,235 
220,235 
230,235 
240,235 
250,235 
260,235 
270,235 
280,235 
290,235 
300,235 
310,235 
320,235 
330,235 
340,235 
350,235 
360,235 
370,235 
380,235 
390,235 
400,235 
410,235 
420,235 
430,235 
440,235 
450,235 
460,235 
470,235 
480,235 
490,235 
500,235 
510,235 
520,235 
530,235 
540,235 
550,235 
560,235 
570,235 
580,235 
590,235 
600,235 
610,235 
620,235 
630,235 
640,235 
650,235 
660,235 
670,235 
680,235 
690,235 
700,235 
710,235 
720,235 
730,235 
740,235 
750,235 
760,235 
770,235 
780,235 
790,235 
800,235 
810,235 
818,235 
