time,sentpackets@tsung_controller@ip-172-31-17-73 
10,197 
20,197 
30,197 
40,197 
50,197 
60,197 
70,197 
80,197 
90,197 
100,197 
110,197 
120,197 
130,197 
140,197 
150,197 
160,197 
170,197 
180,197 
190,197 
200,197 
210,197 
220,197 
230,197 
240,197 
250,197 
260,197 
270,197 
280,197 
290,197 
300,197 
310,197 
320,197 
330,197 
340,197 
350,197 
360,197 
370,197 
380,197 
390,197 
400,197 
410,197 
420,197 
430,197 
440,197 
450,197 
460,197 
470,197 
480,197 
490,197 
500,197 
510,197 
520,197 
530,197 
540,197 
550,197 
560,197 
570,197 
580,197 
590,197 
600,197 
610,197 
620,197 
630,197 
640,197 
650,197 
660,197 
670,197 
680,197 
690,197 
700,197 
710,197 
720,197 
730,197 
740,197 
750,197 
760,197 
770,197 
780,197 
790,197 
800,197 
810,197 
820,197 
830,197 
