time,sentpackets@tsung_controller@ip-172-31-29-45 
10,1239 
20,496 
30,496 
40,496 
50,496 
60,496 
70,496 
80,496 
90,496 
100,496 
110,496 
120,496 
130,496 
140,496 
150,496 
160,496 
170,496 
180,496 
190,496 
200,496 
210,496 
220,496 
230,496 
240,496 
250,496 
260,496 
270,496 
280,496 
290,496 
300,496 
310,496 
320,496 
330,496 
340,496 
350,496 
360,496 
370,496 
380,496 
390,496 
400,496 
410,496 
420,496 
430,496 
440,496 
450,496 
460,496 
470,496 
480,496 
490,496 
500,496 
510,496 
520,496 
530,496 
540,496 
550,496 
560,496 
570,496 
580,496 
590,496 
600,496 
610,496 
620,496 
630,496 
640,496 
650,496 
660,496 
670,496 
680,496 
690,496 
700,496 
710,496 
720,496 
730,496 
740,496 
750,496 
760,496 
770,496 
780,496 
790,148 
800,148 
810,148 
820,148 
830,148 
840,103 
