time,recvpackets@tsung_controller@ip-172-31-29-45 
10,1494 
20,704 
30,704 
40,704 
50,704 
60,704 
70,704 
80,704 
90,704 
100,704 
110,704 
120,704 
130,704 
140,704 
150,704 
160,704 
170,704 
180,704 
190,704 
200,704 
210,704 
220,704 
230,704 
240,704 
250,704 
260,704 
270,704 
280,704 
290,704 
300,704 
310,704 
320,704 
330,704 
340,704 
350,704 
360,704 
370,704 
380,704 
390,704 
400,704 
410,704 
420,704 
430,704 
440,704 
450,704 
460,704 
470,704 
480,704 
490,704 
500,704 
510,704 
520,704 
530,704 
540,704 
550,704 
560,704 
570,704 
580,704 
590,704 
600,704 
610,704 
620,704 
630,704 
640,704 
650,704 
660,704 
670,704 
680,704 
690,704 
700,704 
710,704 
720,704 
730,704 
740,704 
750,704 
760,704 
770,704 
780,704 
790,117 
800,117 
810,117 
820,117 
830,117 
840,116 
