time,recvpackets@tsung_controller@ip-172-31-21-52 
10,137 
20,137 
30,137 
40,137 
50,137 
60,137 
70,137 
80,137 
90,137 
100,137 
110,137 
120,137 
130,137 
140,137 
150,137 
160,137 
170,137 
180,137 
190,137 
200,137 
210,137 
220,137 
230,137 
240,137 
250,137 
260,137 
270,137 
280,137 
290,137 
300,137 
310,137 
320,137 
330,137 
340,137 
350,137 
360,137 
370,137 
380,137 
390,137 
400,137 
410,137 
420,137 
430,137 
440,137 
450,137 
460,137 
470,137 
480,137 
490,137 
500,137 
510,137 
520,137 
530,137 
540,137 
