time,recvpackets@tsung_controller@ip-172-31-30-146 
10,120 
20,120 
30,120 
40,120 
50,120 
60,120 
70,120 
80,120 
90,120 
100,120 
110,120 
120,120 
130,120 
140,120 
150,120 
160,120 
170,120 
180,120 
190,120 
200,120 
210,120 
220,120 
230,120 
240,120 
250,120 
260,120 
270,120 
280,120 
290,120 
300,120 
310,120 
320,120 
330,120 
340,120 
350,120 
360,120 
370,120 
380,120 
390,120 
400,120 
410,120 
420,120 
430,120 
440,120 
450,120 
460,120 
470,120 
480,120 
490,120 
500,120 
510,120 
520,120 
530,120 
540,120 
550,120 
560,120 
570,120 
581,120 
590,120 
600,120 
610,120 
620,120 
630,120 
640,120 
650,120 
660,120 
670,120 
680,120 
690,120 
700,120 
710,120 
720,120 
730,120 
740,120 
750,120 
760,120 
770,120 
780,120 
790,120 
800,120 
810,120 
820,120 
830,120 
840,120 
850,120 
860,120 
870,120 
