time,recvpackets@tsung_controller@ip-172-31-28-10 
10,40 
20,40 
30,40 
40,40 
50,40 
60,40 
70,40 
80,40 
90,40 
100,40 
110,40 
120,40 
130,40 
140,40 
150,40 
160,40 
170,40 
180,40 
190,40 
200,40 
210,40 
220,40 
230,40 
240,40 
250,40 
260,40 
270,40 
280,40 
290,40 
300,40 
310,40 
320,40 
330,40 
340,40 
350,40 
360,40 
370,40 
380,40 
390,40 
400,40 
410,40 
420,40 
430,40 
440,40 
450,40 
460,40 
470,40 
480,40 
490,40 
500,40 
510,40 
520,40 
530,40 
540,40 
550,40 
560,40 
570,40 
580,40 
590,40 
600,40 
610,40 
620,40 
630,40 
640,40 
650,40 
660,40 
670,40 
680,40 
690,40 
700,40 
710,40 
720,40 
730,40 
740,40 
750,40 
760,40 
770,40 
780,40 
790,40 
800,40 
810,40 
816,40 
