time,sentpackets@tsung_controller@ip-172-31-28-10 
10,29 
20,29 
30,29 
40,29 
50,29 
60,29 
70,29 
80,29 
90,29 
100,29 
110,29 
120,29 
130,29 
140,29 
150,29 
160,29 
170,29 
180,29 
190,29 
200,29 
210,29 
220,29 
230,29 
240,29 
250,29 
260,29 
270,29 
280,29 
290,29 
300,29 
310,29 
320,29 
330,29 
340,29 
350,29 
360,29 
370,29 
380,29 
390,29 
400,29 
410,29 
420,29 
430,29 
440,29 
450,29 
460,29 
470,29 
480,29 
490,29 
500,29 
510,29 
520,29 
530,29 
540,29 
550,29 
560,29 
570,29 
580,29 
590,29 
600,29 
610,29 
620,29 
630,29 
640,29 
650,29 
660,29 
670,29 
680,29 
690,29 
700,29 
710,29 
720,29 
730,29 
740,29 
750,29 
760,29 
770,29 
780,29 
790,29 
800,29 
810,29 
816,29 
