time,recvpackets@tsung_controller@ip-172-31-29-45 
10,154 
20,154 
30,154 
40,154 
50,154 
60,154 
70,154 
80,154 
90,154 
100,154 
110,154 
120,154 
130,154 
140,154 
150,154 
160,154 
170,154 
180,154 
190,154 
200,154 
210,154 
220,154 
230,154 
240,154 
250,154 
260,154 
270,154 
280,154 
290,154 
300,154 
310,154 
320,154 
330,154 
340,154 
350,154 
360,154 
370,154 
380,154 
390,154 
400,154 
410,154 
420,154 
430,154 
440,154 
450,154 
460,154 
470,154 
480,154 
490,154 
500,154 
510,154 
520,154 
530,154 
540,154 
550,154 
560,154 
570,154 
580,154 
590,154 
600,154 
610,154 
620,154 
630,154 
640,154 
650,154 
660,154 
670,154 
680,154 
690,154 
700,154 
710,154 
720,154 
730,154 
740,154 
750,154 
760,154 
770,154 
780,154 
790,154 
800,154 
810,154 
820,82 
830,70 
834,19 
