time,sentpackets@tsung_controller@ip-172-31-20-240 
10,136 
20,136 
30,136 
40,136 
50,136 
60,136 
70,136 
80,136 
90,136 
100,136 
110,136 
120,136 
130,136 
140,136 
150,136 
160,136 
170,136 
180,136 
190,136 
200,136 
210,136 
220,136 
230,136 
240,136 
250,136 
260,136 
270,136 
280,136 
290,136 
300,136 
310,136 
320,136 
330,136 
340,136 
350,136 
360,136 
370,136 
380,136 
390,136 
400,136 
410,136 
420,136 
430,136 
440,136 
450,136 
460,136 
470,136 
480,136 
490,136 
500,136 
510,136 
520,136 
530,136 
540,136 
550,136 
560,136 
570,136 
580,136 
590,136 
600,136 
610,136 
620,136 
630,136 
640,136 
650,136 
660,136 
670,136 
680,136 
690,136 
700,136 
710,136 
720,136 
730,136 
740,136 
750,136 
760,136 
770,136 
780,136 
790,136 
800,136 
810,136 
820,136 
830,136 
840,12 
848,12 
