time,sentpackets@tsung_controller@ip-172-31-29-45 
10,347 
20,280 
30,280 
40,280 
50,280 
60,280 
70,280 
80,280 
90,280 
100,280 
110,280 
120,280 
130,280 
140,280 
150,280 
160,280 
170,280 
180,280 
190,280 
200,280 
210,280 
220,280 
230,280 
240,280 
250,280 
260,280 
270,280 
280,280 
290,280 
300,280 
310,280 
320,280 
330,280 
340,280 
350,280 
360,280 
370,280 
380,280 
390,280 
400,280 
410,280 
420,280 
430,280 
440,280 
450,280 
460,280 
470,280 
480,280 
490,280 
500,280 
510,280 
520,280 
530,280 
540,280 
550,280 
560,280 
570,280 
580,280 
590,280 
600,280 
610,280 
620,280 
630,280 
640,280 
650,280 
660,280 
670,280 
680,280 
690,280 
700,280 
710,280 
720,280 
730,280 
740,280 
750,280 
760,280 
770,280 
780,280 
790,280 
800,280 
810,280 
820,98 
830,27 
837,23 
