time,recvpackets@tsung_controller@ip-172-31-29-45 
10,497 
20,497 
30,497 
40,497 
50,497 
60,497 
70,497 
80,497 
90,497 
100,497 
110,497 
120,497 
130,497 
140,497 
150,497 
160,497 
170,497 
180,497 
190,497 
200,497 
210,497 
220,497 
230,497 
240,497 
250,497 
260,497 
270,497 
280,497 
290,497 
300,497 
310,497 
320,497 
330,497 
340,497 
350,497 
360,497 
370,497 
380,497 
390,497 
400,497 
410,497 
420,497 
430,497 
440,497 
450,497 
460,497 
470,497 
480,497 
490,497 
500,497 
510,497 
520,497 
530,497 
540,497 
550,497 
560,497 
570,497 
580,497 
590,497 
600,497 
610,497 
620,497 
630,497 
640,497 
650,497 
660,497 
670,497 
680,497 
690,497 
700,497 
710,497 
720,497 
730,497 
740,497 
750,497 
760,497 
770,497 
780,497 
790,497 
800,497 
810,497 
820,135 
830,58 
837,32 
