time,sentpackets@tsung_controller@ip-172-31-19-141 
10,3178 
20,452 
30,437 
40,437 
50,437 
60,437 
70,437 
80,437 
90,437 
100,437 
110,437 
120,437 
130,437 
140,437 
150,437 
160,437 
170,437 
180,437 
190,437 
200,437 
210,437 
220,437 
230,437 
240,437 
250,437 
260,437 
270,437 
280,437 
290,437 
300,437 
310,437 
320,437 
330,437 
340,437 
350,437 
360,437 
370,437 
380,437 
390,437 
400,437 
410,437 
420,437 
430,437 
440,437 
450,437 
460,437 
470,437 
480,437 
490,437 
500,437 
510,437 
520,437 
530,437 
540,437 
550,437 
560,437 
570,437 
580,437 
590,437 
600,437 
610,437 
620,437 
630,437 
640,437 
650,437 
660,437 
670,437 
680,437 
690,437 
700,437 
710,437 
720,437 
730,437 
740,437 
750,437 
760,437 
770,437 
780,437 
790,437 
800,437 
810,437 
820,437 
830,382 
