time,sentpackets@tsung_controller@ip-172-31-29-45 
10,75 
20,75 
30,75 
40,75 
50,75 
60,75 
70,75 
80,75 
90,75 
100,75 
110,75 
120,75 
130,75 
140,75 
150,75 
160,75 
170,75 
180,75 
190,75 
200,75 
210,75 
220,75 
230,75 
240,75 
250,75 
260,75 
270,75 
280,75 
290,75 
300,75 
310,75 
320,75 
330,75 
340,75 
350,75 
360,75 
370,75 
380,75 
390,75 
400,75 
410,75 
420,75 
430,75 
440,75 
450,75 
460,75 
470,75 
480,75 
490,75 
500,75 
510,75 
520,75 
530,75 
540,75 
550,75 
560,75 
570,75 
580,75 
590,75 
600,75 
610,75 
620,75 
630,75 
640,75 
650,75 
660,75 
670,75 
680,75 
690,75 
700,75 
710,75 
720,75 
730,75 
740,75 
750,75 
760,75 
770,75 
780,75 
790,75 
800,75 
810,75 
820,75 
829,75 
