time,recvpackets@tsung_controller@ip-172-31-29-45 
10,98 
20,98 
30,98 
40,98 
50,98 
60,98 
70,98 
80,98 
90,98 
100,98 
110,98 
120,98 
130,98 
140,98 
150,98 
160,98 
170,98 
180,98 
190,98 
200,98 
210,98 
220,98 
230,98 
240,98 
250,98 
260,98 
270,98 
280,98 
290,98 
300,98 
310,98 
320,98 
330,98 
340,98 
350,98 
360,98 
370,98 
380,98 
390,98 
400,98 
410,98 
420,98 
430,98 
440,98 
450,98 
460,98 
470,98 
480,98 
490,98 
500,98 
510,98 
520,98 
530,98 
540,98 
550,98 
560,98 
570,98 
580,98 
590,98 
600,98 
610,98 
620,98 
630,98 
640,98 
650,98 
660,98 
670,98 
680,98 
690,98 
700,98 
710,98 
720,98 
730,98 
740,98 
750,98 
760,98 
770,98 
780,98 
790,98 
800,98 
810,98 
820,98 
829,94 
