time,recvpackets@tsung_controller@ip-172-31-17-128 
10,1026 
20,903 
30,903 
40,903 
50,903 
60,903 
70,903 
80,903 
90,903 
100,903 
110,903 
120,903 
130,903 
140,903 
150,903 
160,903 
170,903 
180,903 
190,903 
200,903 
210,903 
220,903 
230,903 
240,903 
250,903 
260,903 
270,903 
280,903 
290,903 
300,903 
310,903 
320,903 
330,903 
340,903 
350,903 
360,903 
370,903 
380,903 
390,903 
400,903 
410,903 
420,903 
430,903 
440,903 
450,903 
460,903 
470,903 
480,903 
490,903 
500,903 
510,903 
520,903 
530,903 
540,903 
550,903 
560,903 
570,903 
580,903 
590,903 
600,903 
610,903 
620,903 
630,903 
640,903 
650,903 
660,903 
670,903 
680,903 
690,903 
700,903 
710,903 
720,903 
730,903 
740,903 
750,903 
760,903 
770,903 
780,903 
790,903 
800,903 
810,695 
820,306 
830,298 
840,207 
850,45 
860,6 
870,0 
880,0 
890,0 
900,0 
